_,__0_0_0_0
baqi,B_7_0_0_0_0
bar,B_14_0_0_0_0
bara,B_14_0_0_0_0
baraat,B_14_2_0_0_0
barabar,B_14_9_14_0_0
barabari,B_14_9_14_0_0
baraber,B_14_9_14_0_0
barai,B_14_0_0_0_0
baray,B_14_0_0_0_0
barbaad,B_14_9_8_0_0
barbad,B_14_9_8_0_0
barbadi,B_14_9_8_0_0
bardaasht,B_14_8_1_2_0
bardasht,B_14_8_1_2_0
barey,B_14_0_0_0_0
barh,B_25_0_0_0_0
barhy,B_25_0_0_0_0
bari,B_14_0_0_0_0
barii,B_14_0_0_0_0
barish,B_14_1_0_0_0
baro,B_14_0_0_0_0
barra,B_14_0_0_0_0
barrha,B_14_25_0_0_0
barri,B_14_0_0_0_0
barry,B_14_0_0_0_0
barsi,B_14_1_0_0_0
barwa,B_14_18_0_0_0
bary,B_14_0_0_0_0
bas,B_1_0_0_0_0
basanti,B_1_11_2_0_0
basic,B_1_1_0_0_0
bass,B_1_0_0_0_0
bastard,B_1_2_14_8_0
bastards,B_1_2_14_8_1
bastay,B_1_2_0_0_0
basti,B_1_2_0_0_0
bat,B_2_0_0_0_0
bata,B_2_0_0_0_0
bataao,B_2_0_0_0_0
bataein,B_2_11_0_0_0
bataen,B_2_11_0_0_0
batai,B_2_0_0_0_0
batain,B_2_11_0_0_0
bataiye,B_2_0_0_0_0
batameez,B_2_12_3_0_0
batamiz,B_2_12_3_0_0
batana,B_2_11_0_0_0
batane,B_2_11_0_0_0
batao,B_2_0_0_0_0
bataon,B_2_11_0_0_0
bataoo,B_2_0_0_0_0
bataoun,B_2_11_0_0_0
batata,B_2_2_0_0_0
batati,B_2_2_0_0_0
bataun,B_2_11_0_0_0
bataya,B_2_0_0_0_0
bataye,B_2_0_0_0_0
batayega,B_2_13_0_0_0
batayen,B_2_11_0_0_0
batayenge,B_2_11_13_0_0
batein,B_2_11_0_0_0
baten,B_2_11_0_0_0
bathay,B_22_0_0_0_0
bathroom,B_22_14_12_0_0
bati,B_2_0_0_0_0
batien,B_2_11_0_0_0
batin,B_2_11_0_0_0
batn,B_2_11_0_0_0
bato,B_2_0_0_0_0
battery,B_2_14_0_0_0
batti,B_2_0_0_0_0
battle,B_2_17_0_0_0
batwo,B_2_18_0_0_0
baty,B_2_0_0_0_0
batya,B_2_0_0_0_0
batyn,B_2_11_0_0_0
bauhat,B_19_2_0_0_0
bawajood,B_18_4_8_0_0
bawaqar,B_18_7_14_0_0
bawaseer,B_18_1_14_0_0
bay,B_0_0_0_0
bayan,B_11_0_0_0_0
bayhooda,B_19_8_0_0_0
baywaqoof,B_18_7_15_0_0
baz,B_3_0_0_0_0
bazar,B_3_14_0_0_0
bazari,B_3_14_0_0_0
bazi,B_3_0_0_0_0
bazigar,B_3_13_14_0_0
bazu,B_3_0_0_0_0
bb,B_0_0_0_0
bcha,B_5_0_0_0_0
bchao,B_5_0_0_0_0
bchay,B_5_0_0_0_0
bche,B_5_0_0_0_0
bchi,B_5_0_0_0_0
bcho,B_5_0_0_0_0
bchy,B_5_0_0_0_0
bcoz,B_1_3_0_0_0
bcuz,B_1_3_0_0_0
bdal,B_8_17_0_0_0
bday,B_8_0_0_0_0
bdl,B_8_17_0_0_0
bdla,B_8_17_0_0_0
bdlte,B_8_17_2_0_0
bdnam,B_8_11_12_0_0
be,B_0_0_0_0
beauti,B_2_0_0_0_0
beautiful,B_2_15_17_0_0
beauty,B_2_0_0_0_0
became,B_1_12_0_0_0
because,B_1_1_0_0_0
bech,B_5_0_0_0_0
becha,B_5_0_0_0_0
bechain,B_5_11_0_0_0
bechara,B_5_14_0_0_0
becharay,B_5_14_0_0_0
bechare,B_5_14_0_0_0
bechari,B_5_14_0_0_0
bechary,B_5_14_0_0_0
beche,B_5_0_0_0_0
bechna,B_5_11_0_0_0
becho,B_5_0_0_0_0
bechta,B_5_2_0_0_0
become,B_1_12_0_0_0
becomes,B_1_12_1_0_0
becoz,B_1_3_0_0_0
becuz,B_1_3_0_0_0
beemar,B_12_14_0_0_0
beemari,B_12_14_0_0_0
beez,B_3_0_0_0_0
before,B_15_14_0_0_0
begair,B_13_14_0_0_0
begairat,B_13_14_2_0_0
begairt,B_13_14_2_0_0
begam,B_13_12_0_0_0
begerat,B_13_14_2_0_0
beghairat,B_26_14_2_0_0
beghairatooo,B_26_14_2_0_0
beghairt,B_26_14_2_0_0
beghairto,B_26_14_2_0_0
beghairton,B_26_14_2_11_0
begherat,B_26_14_2_0_0
beghirat,B_26_14_2_0_0
begum,B_13_12_0_0_0
behad,B_19_8_0_0_0
behan,B_19_11_0_0_0
behanchod,B_19_11_5_8_0
behave,B_19V_0_0_0
behavier,B_19V_14_0_0
behaving,B_19V_11_13_0
behavior,B_19V_14_0_0
behaviour,B_19V_14_0_0
behen,B_19_11_0_0_0
behenchod,B_19_11_5_8_0
behind,B_19_11_8_0_0
behisaab,B_19_1_9_0_0
behj,B_19_4_0_0_0
behn,B_19_11_0_0_0
behna,B_19_11_0_0_0
behno,B_19_11_0_0_0
behnoi,B_19_11_0_0_0
behnon,B_19_11_11_0_0
behooda,B_19_8_0_0_0
behosh,B_19_1_0_0_0
behta,B_19_2_0_0_0
behtar,B_19_2_14_0_0
behter,B_19_2_14_0_0
behtr,B_19_2_14_0_0
behtreen,B_19_2_14_11_0
behuda,B_19_8_0_0_0
beich,B_5_0_0_0_0
being,B_11_13_0_0_0
beita,B_2_0_0_0_0
beizzati,B_3_2_0_0_0
beja,B_4_0_0_0_0
bejan,B_4_11_0_0_0
bejho,B_23_0_0_0_0
bejhta,B_23_2_0_0_0
bekar,B_7_14_0_0_0
belief,B_17_15_0_0_0
believe,B_17V_0_0_0
bell,B_17_0_0_0_0
belong,B_17_11_13_0_0
belonged,B_17_11_13_8_0
beloved,B_17V_8_0_0
below,B_17_18_0_0_0
bemaar,B_12_14_0_0_0
bemar,B_12_14_0_0_0
bemari,B_12_14_0_0_0
benazir,B_11_3_14_0_0
benchod,B_11_5_8_0_0
bengali,B_11_13_17_0_0
berha,B_25_0_0_0_0
berhi,B_25_0_0_0_0
berozgaar,B_14_3_13_14_0
berozgar,B_14_3_13_14_0
berra,B_14_0_0_0_0
beshak,B_1_7_0_0_0
beshaq,B_1_7_0_0_0
besharam,B_1_14_12_0_0
besharm,B_1_14_12_0_0
beshram,B_1_14_12_0_0
beshumar,B_1_12_14_0_0
best,B_1_2_0_0_0
bestfriend,B_1_2_15_14_11
beta,B_2_0_0_0_0
betao,B_2_0_0_0_0
bete,B_2_0_0_0_0
beth,B_22_0_0_0_0
betha,B_22_0_0_0_0
bethain,B_22_11_0_0_0
bethay,B_22_0_0_0_0
bethe,B_22_0_0_0_0
bethey,B_22_0_0_0_0
bethna,B_22_11_0_0_0
bethne,B_22_11_0_0_0
betho,B_22_0_0_0_0
bethy,B_22_0_0_0_0
beti,B_2_0_0_0_0
betion,B_2_11_0_0_0
betiyan,B_2_11_0_0_0
better,B_2_14_0_0_0
between,B_2_18_11_0_0
bety,B_2_0_0_0_0
bevi,BV_0_0_0_0
bewafa,B_18_15_0_0_0
bewafaa,B_18_15_0_0_0
bewafai,B_18_15_0_0_0
bewakoof,B_18_7_15_0_0
bewaqof,B_18_7_15_0_0
bewaqoof,B_18_7_15_0_0
bewaquf,B_18_7_15_0_0
beware,B_18_14_0_0_0
bewi,B_18_0_0_0_0
bewkoof,B_18_7_15_0_0
bewkuf,B_18_7_15_0_0
bey,B_0_0_0_0
beyan,B_11_0_0_0_0
bezameer,B_3_12_14_0_0
bezati,B_3_2_0_0_0
bgair,B_13_14_0_0_0
bghrt,B_26_14_2_0_0
bhaag,B_19_13_0_0_0
bhaagta,B_19_13_2_0_0
bhaai,B_19_0_0_0_0
bhaar,B_19_14_0_0_0
bhaata,B_19_2_0_0_0
bhabhi,B_19_20_0_0_0
bhabi,B_19_9_0_0_0
bhadwe,B_19_8_18_0_0
bhae,B_19_0_0_0_0
bhaee,B_19_0_0_0_0
bhaeee,B_19_0_0_0_0
bhag,B_19_13_0_0_0
bhaga,B_19_13_0_0_0
bhagao,B_19_13_0_0_0
bhagi,B_19_13_0_0_0
bhagnay,B_19_13_11_0_0
bhagny,B_19_13_11_0_0
bhago,B_19_13_0_0_0
bhagwan,B_19_13_18_11_0
bhai,B_19_0_0_0_0
bhaii,B_19_0_0_0_0
bhaijan,B_19_4_11_0_0
bhaijo,B_19_4_0_0_0
bhaijta,B_19_4_2_0_0
bhailog,B_19_17_13_0_0
bhain,B_19_11_0_0_0
bhaio,B_19_0_0_0_0
bhaiya,B_19_0_0_0_0
bhaiyo,B_19_0_0_0_0
bhaiyon,B_19_11_0_0_0
bhaiyya,B_19_0_0_0_0
bhalayi,B_19_17_0_0_0
bhalu,B_19_17_0_0_0
bhan,B_19_11_0_0_0
bhanay,B_19_11_0_0_0
bhang,B_19_11_13_0_0
bhangiyon,B_19_11_13_11_0
bhanja,B_19_11_4_0_0
bhar,B_19_14_0_0_0
bhara,B_19_14_0_0_0
bharak,B_19_14_7_0_0
bharam,B_19_14_12_0_0
bharat,B_19_14_2_0_0
bhare,B_19_14_0_0_0
bhari,B_19_14_0_0_0
bharm,B_19_14_12_0_0
bharne,B_19_14_11_0_0
bharny,B_19_14_11_0_0
bharosa,B_19_14_1_0_0
bharpur,B_19_14_10_14_0
bharta,B_19_14_2_0_0
bharwa,B_19_14_18_0_0
bharway,B_19_14_18_0_0
bharwe,B_19_14_18_0_0
bharwey,B_19_14_18_0_0
bharwi,B_19_14_18_0_0
bharwo,B_19_14_18_0_0
bhatak,B_19_2_7_0_0
bhatka,B_19_2_7_0_0
bhau,B_19_0_0_0_0
bhaunk,B_19_11_7_0_0
bhaunkna,B_19_11_7_11_0
bhaunkta,B_19_11_7_2_0
bhaut,B_19_2_0_0_0
bhaya,B_19_0_0_0_0
bhe,B_19_0_0_0_0
bhee,B_19_0_0_0_0
bheek,B_19_7_0_0_0
bhej,B_19_4_0_0_0
bheja,B_19_4_0_0_0
bhejein,B_19_4_11_0_0
bhejna,B_19_4_11_0_0
bhejny,B_19_4_11_0_0
bhejo,B_19_4_0_0_0
bhejtey,B_19_4_2_0_0
bhejti,B_19_4_2_0_0
bheju,B_19_4_0_0_0
bhejy,B_19_4_0_0_0
bhek,B_19_7_0_0_0
bhen,B_19_11_0_0_0
bhena,B_19_11_0_0_0
bhenchod,B_19_11_5_8_0
bhenchodo,B_19_11_5_8_0
bheno,B_19_11_0_0_0
bhera,B_19_14_0_0_0
bhi,B_19_0_0_0_0
bhii,B_19_0_0_0_0
bhikaari,B_19_7_14_0_0
bhikari,B_19_7_14_0_0
bhjo,B_19_4_0_0_0
bhjty,B_19_4_2_0_0
bhla,B_19_17_0_0_0
bhn,B_19_11_0_0_0
bhnchod,B_19_11_5_8_0
bhoat,B_19_2_0_0_0
bhoj,B_19_4_0_0_0
bhok,B_19_7_0_0_0
bhoka,B_19_7_0_0_0
bhokna,B_19_7_11_0_0
bhokta,B_19_7_2_0_0
bhol,B_19_17_0_0_0
bhole,B_19_17_0_0_0
bholi,B_19_17_0_0_0
bholo,B_19_17_0_0_0
bhonk,B_19_11_7_0_0
bhonka,B_19_11_7_0_0
bhonkna,B_19_11_7_11_0
bhonknay,B_19_11_7_11_0
bhonkta,B_19_11_7_2_0
bhook,B_19_7_0_0_0
bhool,B_19_17_0_0_0
bhoolna,B_19_17_11_0_0
bhoolo,B_19_17_0_0_0
bhoolun,B_19_17_11_0_0
bhooot,B_19_2_0_0_0
bhoot,B_19_2_0_0_0
bhosra,B_19_1_14_0_0
bhosri,B_19_1_14_0_0
bhosrike,B_19_1_14_7_0
bhot,B_19_2_0_0_0
bhr,B_19_14_0_0_0
bhram,B_19_14_12_0_0
bhrosa,B_19_14_1_0_0
bht,B_19_2_0_0_0
bhtr,B_19_2_14_0_0
bhugat,B_19_13_2_0_0
bhujti,B_19_4_2_0_0
bhuk,B_19_7_0_0_0
bhul,B_19_17_0_0_0
bhula,B_19_17_0_0_0
bhulna,B_19_17_11_0_0
bhulnay,B_19_17_11_0_0
bhulo,B_19_17_0_0_0
bhulon,B_19_17_11_0_0
bhut,B_19_2_0_0_0
bhutni,B_19_2_11_0_0
bhutto,B_19_2_0_0_0
bhy,B_19_0_0_0_0
bian,B_11_0_0_0_0
bibi,B_9_0_0_0_0
bich,B_5_0_0_0_0
bichar,B_5_14_0_0_0
bichare,B_5_14_0_0_0
bicharne,B_5_14_11_0_0
bichoo,B_5_0_0_0_0
bidi,B_8_0_0_0_0
biggest,B_13_1_2_0_0
bigri,B_13_14_0_0_0
bihar,B_19_14_0_0_0
bihari,B_19_14_0_0_0
bijli,B_4_17_0_0_0
bikhar,B_6_14_0_0_0
bikhari,B_6_14_0_0_0
bilal,B_17_17_0_0_0
bilawaja,B_17_18_4_0_0
bilawal,B_17_18_17_0_0
bilawja,B_17_18_4_0_0
bilkol,B_17_7_17_0_0
bilkul,B_17_7_17_0_0
billi,B_17_0_0_0_0
billo,B_17_0_0_0_0
bills,B_17_1_0_0_0
billu,B_17_0_0_0_0
bilo,B_17_0_0_0_0
bimaar,B_12_14_0_0_0
bimar,B_12_14_0_0_0
bimari,B_12_14_0_0_0
bin,B_11_0_0_0_0
birth,B_14_22_0_0_0
birthday,B_14_22_8_0_0
biryani,B_14_11_0_0_0
biscuit,B_1_1_2_0_0
bismillah,B_1_12_17_19_0
bistar,B_1_2_14_0_0
bister,B_1_2_14_0_0
bisti,B_1_2_0_0_0
bistr,B_1_2_14_0_0
bitch,B_2_5_0_0_0
bitha,B_22_0_0_0_0
bivi,BV_0_0_0_0
biviyan,BV_11_0_0_0
biwi,B_18_0_0_0_0
biyan,B_11_0_0_0_0
bja,B_4_0_0_0_0
bjay,B_4_0_0_0_0
bjaye,B_4_0_0_0_0
bje,B_4_0_0_0_0
bji,B_4_0_0_0_0
bjy,B_4_0_0_0_0
bla,B_17_0_0_0_0
black,B_17_1_7_0_0
blame,B_17_12_0_0_0
blames,B_17_12_1_0_0
blast,B_17_1_2_0_0
bless,B_17_1_0_0_0
blessed,B_17_1_8_0_0
blessing,B_17_1_11_13_0
blessings,B_17_1_11_13_1
blive,B_17V_0_0_0
blke,B_17_7_0_0_0
blkl,B_17_7_17_0_0
blky,B_17_7_0_0_0
bloach,B_17_5_0_0_0
bloch,B_17_5_0_0_0
block,B_17_1_7_0_0
blocked,B_17_1_7_8_0
blogger,B_17_13_14_0_0
blood,B_17_8_0_0_0
bloody,B_17_8_0_0_0
blouse,B_17_1_0_0_0
bluddy,B_17_8_0_0_0
bna,B_11_0_0_0_0
bnadia,B_11_8_0_0_0
bnaey,B_11_0_0_0_0
bnai,B_11_0_0_0_0
bnain,B_11_11_0_0_0
bnana,B_11_11_0_0_0
bnane,B_11_11_0_0_0
bnany,B_11_11_0_0_0
bnao,B_11_0_0_0_0
bnaon,B_11_11_0_0_0
bnata,B_11_2_0_0_0
bnate,B_11_2_0_0_0
bnati,B_11_2_0_0_0
bnaty,B_11_2_0_0_0
bnay,B_11_0_0_0_0
bnaya,B_11_0_0_0_0
bnayi,B_11_0_0_0_0
bnd,B_11_8_0_0_0
bnda,B_11_8_0_0_0
bnday,B_11_8_0_0_0
bnde,B_11_8_0_0_0
bndi,B_11_8_0_0_0
bndr,B_11_8_14_0_0
bndy,B_11_8_0_0_0
bne,B_11_0_0_0_0
bni,B_11_0_0_0_0
bnne,B_11_0_0_0_0
bno,B_11_0_0_0_0
bnta,B_11_2_0_0_0
bnte,B_11_2_0_0_0
bnti,B_11_2_0_0_0
bnwane,B_11_18_11_0_0
bny,B_11_0_0_0_0
bnya,B_11_0_0_0_0
bodies,B_8_1_0_0_0
body,B_8_0_0_0_0
bohat,B_19_2_0_0_0
bohl,B_19_17_0_0_0
bohot,B_19_2_0_0_0
boht,B_19_2_0_0_0
bohut,B_19_2_0_0_0
bojh,B_23_0_0_0_0
bol,B_17_0_0_0_0
bola,B_17_0_0_0_0
bolain,B_17_11_0_0_0
bolana,B_17_11_0_0_0
bolay,B_17_0_0_0_0
bolaya,B_17_0_0_0_0
bole,B_17_0_0_0_0
bolega,B_17_13_0_0_0
bolegi,B_17_13_0_0_0
bolein,B_17_11_0_0_0
bolen,B_17_11_0_0_0
bolenge,B_17_11_13_0_0
boli,B_17_0_0_0_0
boll,B_17_0_0_0_0
bollywood,B_17_18_8_0_0
bolne,B_17_11_0_0_0
bolny,B_17_11_0_0_0
bolo,B_17_0_0_0_0
boloon,B_17_11_0_0_0
bolta,B_17_2_0_0_0
boltay,B_17_2_0_0_0
bolte,B_17_2_0_0_0
bolti,B_17_2_0_0_0
bolty,B_17_2_0_0_0
bolu,B_17_0_0_0_0
boly,B_17_0_0_0_0
bom,B_12_0_0_0_0
bomb,B_12_9_0_0_0
bombay,B_12_9_0_0_0
bombing,B_12_9_11_13_0
bond,B_11_8_0_0_0
bongian,B_11_13_11_0_0
bongiyan,B_11_13_11_0_0
bonkta,B_11_7_2_0_0
boobs,B_9_1_0_0_0
boojh,B_23_0_0_0_0
book,B_7_0_0_0_0
booking,B_7_11_13_0_0
books,B_7_1_0_0_0
bool,B_17_0_0_0_0
boola,B_17_0_0_0_0
boor,B_14_0_0_0_0
boora,B_14_0_0_0_0
boorha,B_25_0_0_0_0
bor,B_14_0_0_0_0
border,B_14_8_14_0_0
bored,B_14_8_0_0_0
bori,B_14_0_0_0_0
boring,B_14_11_13_0_0
born,B_14_11_0_0_0
boss,B_1_0_0_0_0
bosss,B_1_0_0_0_0
botel,B_2_17_0_0_0
both,B_22_0_0_0_0
boti,B_2_0_0_0_0
botti,B_2_0_0_0_0
bottle,B_2_17_0_0_0
bottom,B_2_12_0_0_0
boura,B_14_0_0_0_0
boycott,B_1_2_0_0_0
boyfriend,B_15_14_11_8_0
boyfrnd,B_15_14_11_8_0
boys,B_1_0_0_0_0
bra,B_14_0_0_0_0
brabar,B_14_9_14_0_0
brabr,B_14_9_14_0_0
brain,B_14_11_0_0_0
brave,B_14V_0_0_0
brdasht,B_14_8_1_2_0
breakfast,B_14_7_15_1_2
breath,B_14_22_0_0_0
brh,B_25_0_0_0_0
brha,B_25_0_0_0_0
bri,B_14_0_0_0_0
brig,B_14_13_0_0_0
bright,B_14_26_2_0_0
brilliant,B_14_17_11_2_0
bring,B_14_11_13_0_0
bringing,B_14_11_13_11_13
british,B_14_2_1_0_0
briyani,B_14_11_0_0_0
bro,B_14_0_0_0_0
broken,B_14_7_11_0_0
brother,B_14_22_14_0_0
brothers,B_14_22_14_1_0
brry,B_14_0_0_0_0
bsana,B_1_11_0_0_0
bsharam,B_1_14_12_0_0
bss,B_1_0_0_0_0
bta,B_2_0_0_0_0
btaa,B_2_0_0_0_0
btaao,B_2_0_0_0_0
btaen,B_2_11_0_0_0
btai,B_2_0_0_0_0
btana,B_2_11_0_0_0
btani,B_2_11_0_0_0
btao,B_2_0_0_0_0
btaon,B_2_11_0_0_0
btaoo,B_2_0_0_0_0
btata,B_2_2_0_0_0
btate,B_2_2_0_0_0
btati,B_2_2_0_0_0
btaty,B_2_2_0_0_0
btau,B_2_0_0_0_0
btaw,B_2_18_0_0_0
btaya,B_2_0_0_0_0
btayen,B_2_11_0_0_0
bthe,B_22_0_0_0_0
bthy,B_22_0_0_0_0
btna,B_2_11_0_0_0
btw,B_2_18_0_0_0
btya,B_2_0_0_0_0
buch,B_5_0_0_0_0
bucha,B_5_0_0_0_0
buchay,B_5_0_0_0_0
buchi,B_5_0_0_0_0
buchy,B_5_0_0_0_0
buddhe,B_8_24_0_0_0
buddhi,B_8_24_0_0_0
buddy,B_8_0_0_0_0
budget,B_8_13_2_0_0
budha,B_24_0_0_0_0
budhay,B_24_0_0_0_0
budhe,B_24_0_0_0_0
budhi,B_24_0_0_0_0
budhoo,B_24_0_0_0_0
budhy,B_24_0_0_0_0
budi,B_8_0_0_0_0
budkaar,B_8_7_14_0_0
buffer,B_15_14_0_0_0
bugz,B_13_3_0_0_0
buhot,B_19_2_0_0_0
buht,B_19_2_0_0_0
buhtan,B_19_2_11_0_0
building,B_17_8_11_13_0
built,B_17_2_0_0_0
bujha,B_23_0_0_0_0
buk,B_7_0_0_0_0
bukhar,B_6_14_0_0_0
bukhari,B_6_14_0_0_0
bukhsh,B_6_1_0_0_0
bula,B_17_0_0_0_0
bulaaey,B_17_0_0_0_0
bulao,B_17_0_0_0_0
bulata,B_17_2_0_0_0
bulawa,B_17_18_0_0_0
bulaya,B_17_0_0_0_0
bulke,B_17_7_0_0_0
bulkey,B_17_7_0_0_0
bullet,B_17_2_0_0_0
bullshit,B_17_1_2_0_0
bun,B_11_0_0_0_0
buna,B_11_0_0_0_0
bund,B_11_8_0_0_0
bunday,B_11_8_0_0_0
bundle,B_11_8_17_0_0
bunta,B_11_2_0_0_0
bunti,B_11_2_0_0_0
bunyaad,B_11_8_0_0_0
bura,B_14_0_0_0_0
burai,B_14_0_0_0_0
burayi,B_14_0_0_0_0
bure,B_14_0_0_0_0
burger,B_14_13_14_0_0
burhan,B_25_11_0_0_0
buri,B_14_0_0_0_0
burke,B_14_7_0_0_0
burning,B_14_11_11_13_0
burnol,B_14_11_17_0_0
burqa,B_14_7_0_0_0
burqay,B_14_7_0_0_0
burri,B_14_0_0_0_0
burry,B_14_0_0_0_0
bus,B_1_0_0_0_0
bushra,B_1_14_0_0_0
business,B_1_11_1_0_0
businessman,B_1_11_1_12_11
buss,B_1_0_0_0_0
bussy,B_1_0_0_0_0
busy,B_1_0_0_0_0
but,B_2_0_0_0_0
button,B_2_11_0_0_0
buzz,B_3_0_0_0_0
bv,BV_0_0_0_0
by,B_0_0_0_0
byan,B_11_0_0_0_0
bycot,B_1_2_0_0_0
bye,B_0_0_0_0
c,C_0_0_0_0
cahiye,C_19_0_0_0_0
call,C_17_0_0_0_0
called,C_17_8_0_0_0
caller,C_17_14_0_0_0
callgirls,C_17_13_14_17_1
calling,C_17_11_13_0_0
calls,C_17_1_0_0_0
came,C_12_0_0_0_0
camps,C_12_10_1_0_0
can,C_11_0_0_0_0
cancel,C_11_1_17_0_0
cancer,C_11_1_14_0_0
cap,C_10_0_0_0_0
capitalism,C_10_2_17_1_12
captain,C_10_2_11_0_0
captan,C_10_2_11_0_0
car,C_14_0_0_0_0
card,C_14_8_0_0_0
care,C_14_0_0_0_0
careful,C_14_15_17_0_0
carefully,C_14_15_17_0_0
cares,C_14_1_0_0_0
caring,C_14_11_13_0_0
caror,C_14_14_0_0_0
carry,C_14_0_0_0_0
cars,C_14_1_0_0_0
cartoon,C_14_2_11_0_0
cat,C_2_0_0_0_0
category,C_2_13_14_0_0
caught,C_26_2_0_0_0
cause,C_1_0_0_0_0
caused,C_1_8_0_0_0
causing,C_1_11_13_0_0
cc,C_0_0_0_0
celebrate,C_17_9_14_2_0
celebrated,C_17_9_14_2_8
celebrating,C_17_9_14_2_11
celebration,C_17_9_14_2_11
celebrity,C_17_9_14_2_0
cell,C_17_0_0_0_0
cellphone,C_17_21_11_0_0
center,C_11_2_14_0_0
central,C_11_2_14_17_0
centre,C_11_2_14_0_0
century,C_11_2_14_0_0
ceremony,C_14_12_11_0_0
cermony,C_14_12_11_0_0
certificate,C_14_2_15_1_2
certified,C_14_2_15_8_0
cha,C_19_0_0_0_0
chaal,C_19_17_0_0_0
chaany,C_19_11_0_0_0
chaap,C_19_10_0_0_0
chaar,C_19_14_0_0_0
chacha,C_19_5_0_0_0
chachu,C_19_5_0_0_0
chad,C_19_8_0_0_0
chada,C_19_8_0_0_0
chadar,C_19_8_14_0_0
chae,C_19_0_0_0_0
chah,C_19_19_0_0_0
chaha,C_19_19_0_0_0
chahae,C_19_19_0_0_0
chahat,C_19_19_2_0_0
chahe,C_19_19_0_0_0
chahea,C_19_19_0_0_0
chaheay,C_19_19_0_0_0
chahey,C_19_19_0_0_0
chaheye,C_19_19_0_0_0
chahi,C_19_19_0_0_0
chahia,C_19_19_0_0_0
chahiay,C_19_19_0_0_0
chahie,C_19_19_0_0_0
chahien,C_19_19_11_0_0
chahiey,C_19_19_0_0_0
chahiy,C_19_19_0_0_0
chahiye,C_19_19_0_0_0
chahna,C_19_19_11_0_0
chahnay,C_19_19_11_0_0
chahne,C_19_19_11_0_0
chaho,C_19_19_0_0_0
chahta,C_19_19_2_0_0
chahtay,C_19_19_2_0_0
chahte,C_19_19_2_0_0
chahten,C_19_19_2_11_0
chahti,C_19_19_2_0_0
chahty,C_19_19_2_0_0
chahy,C_19_19_0_0_0
chahye,C_19_19_0_0_0
chahyie,C_19_19_0_0_0
chai,C_19_0_0_0_0
chain,C_19_11_0_0_0
chairman,C_19_14_12_11_0
chairo,C_19_14_0_0_0
chaiya,C_19_0_0_0_0
chaiye,C_19_0_0_0_0
chakar,C_19_7_14_0_0
chakh,C_19_6_0_0_0
chaki,C_19_7_0_0_0
chakkar,C_19_7_14_0_0
chakke,C_19_7_0_0_0
chakki,C_19_7_0_0_0
chakky,C_19_7_0_0_0
chaklay,C_19_7_17_0_0
chal,C_19_17_0_0_0
chala,C_19_17_0_0_0
chalaani,C_19_17_11_0_0
chalai,C_19_17_0_0_0
chalaiga,C_19_17_13_0_0
chalain,C_19_17_11_0_0
chalak,C_19_17_7_0_0
chalane,C_19_17_11_0_0
chalani,C_19_17_11_0_0
chalany,C_19_17_11_0_0
chalata,C_19_17_2_0_0
chalate,C_19_17_2_0_0
chalaty,C_19_17_2_0_0
chalay,C_19_17_0_0_0
chale,C_19_17_0_0_0
chaleeey,C_19_17_0_0_0
chalega,C_19_17_13_0_0
chalen,C_19_17_11_0_0
chaley,C_19_17_0_0_0
chali,C_19_17_0_0_0
chaliye,C_19_17_0_0_0
chall,C_19_17_0_0_0
challenge,C_19_17_11_13_0
chalna,C_19_17_11_0_0
chalnay,C_19_17_11_0_0
chalne,C_19_17_11_0_0
chalni,C_19_17_11_0_0
chalny,C_19_17_11_0_0
chalo,C_19_17_0_0_0
chalta,C_19_17_2_0_0
chalte,C_19_17_2_0_0
chalti,C_19_17_2_0_0
chalty,C_19_17_2_0_0
chalu,C_19_17_0_0_0
chalun,C_19_17_11_0_0
chaly,C_19_17_0_0_0
chamach,C_19_12_5_0_0
chaman,C_19_12_11_0_0
chamcha,C_19_12_5_0_0
chamche,C_19_12_5_0_0
champion,C_19_12_10_11_0
chanal,C_19_11_17_0_0
chanay,C_19_11_0_0_0
chance,C_19_11_1_0_0
chand,C_19_11_8_0_0
chanda,C_19_11_8_0_0
chandni,C_19_11_8_11_0
chane,C_19_11_0_0_0
chanel,C_19_11_17_0_0
changa,C_19_11_13_0_0
change,C_19_11_13_0_0
changed,C_19_11_13_8_0
changer,C_19_11_13_14_0
changi,C_19_11_13_0_0
changing,C_19_11_13_11_13
channel,C_19_11_17_0_0
chapa,C_19_10_0_0_0
chapal,C_19_10_17_0_0
chapati,C_19_10_2_0_0
chappal,C_19_10_17_0_0
chapter,C_19_10_2_14_0
chara,C_19_14_0_0_0
charaagh,C_19_14_26_0_0
character,C_19_14_1_2_14
characters,C_19_14_1_2_14
charen,C_19_14_11_0_0
charge,C_19_14_13_0_0
charger,C_19_14_13_14_0
charh,C_19_25_0_0_0
charha,C_19_25_0_0_0
charhaya,C_19_25_0_0_0
charhe,C_19_25_0_0_0
charhti,C_19_25_2_0_0
charnay,C_19_14_11_0_0
charpai,C_19_14_10_0_0
charsi,C_19_14_1_0_0
chasky,C_19_1_7_0_0
chasma,C_19_1_12_0_0
chat,C_19_2_0_0_0
chata,C_19_2_0_0_0
chati,C_19_2_0_0_0
chatni,C_19_2_11_0_0
chato,C_19_2_0_0_0
chatt,C_19_2_0_0_0
chatta,C_19_2_0_0_0
chaudhry,C_19_24_14_0_0
chaval,C_19V_17_0_0
chawal,C_19_18_17_0_0
